Id_bien;Id_lieu;No_voie;Voie;Total_piece;Surface_carrez;Surface_local;Type local
31537;95585;16;PL GUYNEMER;3;69.51;76;Appartement
31538;972213;5765; HABITATION ROCHES CARREES;2;44.56;44;Appartement
31539;973309;1640;AV DES PLAGES;4;99.71;97;Appartement
31540;974411;9;AV DES COCOTIERS;1;34.25;33;Appartement
31541;02408;3;AV CARNOT;3;77.91;76;Appartement
31542;02408;21;RUE AMPERE;4;88.14;119;Maison
31543;0561;1;CRS EMILE ZOLA;2;52.24;45;Appartement
31544;0688;260;AV DE FABRON;2;38.69;36;Appartement
31545;1033;6;AV DU GENERAL LECLERC;1;25.76;25;Appartement
31546;11202;10;RES NEPTUNE;3;47.93;46;Appartement
31547;11262;58;AV DES JUJUBIERS (PLAGE);4;85.58;79;Maison
31548;1931;9001;RUE GAL SOUHAM;3;67.54;66;Appartement
31549;2658;13;RUE JEAN COCTEAU;4;97.77;84;Maison
31550;2658;47;AV JEAN JAURES;1;34.27;34;Appartement
31551;26252;14;RUE HENRI BARBUSSE;4;75.36;76;Appartement
31552;26362;11;RUE FRANZ LISZT;2;49.56;48;Appartement
31553;26362;33;RUE DU MARECHAL GALLIENI;2;62.62;49;Appartement
31554;26362;20;RUE LEONARD DE VINCI;5;95.05;94;Maison
31555;2885;9;RUE DE LA PORTE CENDREUSE;1;11.1;10;Appartement
31556;2939;63;AV ALAIN LE LAY;4;67.27;67;Appartement
31557;2A4;9012;CHE DE BIANCARELLO;3;74.1;76;Appartement
31558;30189;16;RUE ROBERT;2;38.72;51;Appartement
31559;30189;36;BD GAMBETTA;3;80.88;90;Appartement
31560;31446;4;RUE DES SOURCES;4;77.3;78;Appartement
31561;31555;11;RUE DES RENFORTS;3;56.24;58;Appartement
31562;31555;40;RUE DU PRINTEMPS;3;123.99;90;Appartement
31563;31555;1;AV DE L'ANCIEN VELODROME;3;62.39;60;Appartement
31564;31555;1;RUE MIREILLE SORGUE;3;52.31;57;Appartement
31565;3311;7;RUE DU QUATORZE JUILLET;2;46.63;47;Appartement
31566;3363;174;CRS DE L YSER;2;40.27;31;Appartement
31567;3363;39;RUE AUSONE;2;54.23;53;Appartement
31568;3363;10;RUE DUMONTEIL;2;75.32;80;Appartement
31569;3363;3;RUE DU DOCTEUR ROCAZ;1;20.55;21;Appartement
31570;3363;3;ALL RONSARD;3;88.48;84;Appartement
31571;3363;17;RUE CORNAC;2;90.4;75;Appartement
31572;3375;25;RUE AUSONE;2;33.8;33;Appartement
31573;33104;1;AV NORBERT GERBAUD;2;38.38;40;Appartement
31574;33167;1;ALL F. GOYA;3;70.29;71;Appartement
31575;33192;179;RTE DE CANEJAN;4;92.78;92;Maison
31576;33214;6;BD DE LA PLAGE;1;22.08;24;Appartement
31577;33243;55;RUE CLEMENT THOMAS;2;62.47;55;Appartement
31578;33550;2;ALL DES IRIS;1;29.88;29;Appartement
31579;343;8;AV DES ALIZES;3;37.53;40;Maison
31580;34150;2;RUE SUFFREN;3;59;63;Appartement
31581;34173;50;CHE DES TIEULIERES;4;94.9;94;Maison
31582;34217;12;RUE DE L OCCITANIE;4;84.45;88;Appartement
31583;34301;3;RUE PAUL BOUSQUET;3;80.57;77;Appartement
31584;34327;7;RUE DU SALAISON;2;47.05;46;Appartement
31585;3549;8;RUE GAL LECLERC;2;33;40;Appartement
31586;3595;18;GR GRANDE RUE DES STUARTS;3;90;80;Appartement
31587;35247;9000; PIECE DE L HOPITAL;1;15.4;15;Appartement
31588;37214;141;BD CHARLES DE GAULLE;4;125.71;124;Appartement
31589;38253;5;RUE DU SER PALOR;1;29.9;31;Appartement
31590;38253;10;RUE DE SAINTE LUCE;1;34.62;34;Appartement
31591;38563;9000;RUE DU JARDINET;2;42.46;44;Appartement
31592;39411;4; CONDAMINE;4;83.1;84;Appartement
31593;40279;115;CHEM DE LATINE;4;78.02;78;Maison
31594;41194;4;PL DE LA PAIX;3;68;71;Appartement
31595;41269;12;FG CHARTRAIN;1;30.2;29;Appartement
31596;4271;14;RUE DE LA PROVIDENCE;3;58.12;61;Appartement
31597;42218;19;RUE NEYRON;3;52.32;49;Appartement
31598;42218;14;RUE HENRI DECHAUD;4;68.19;81;Appartement
31599;4449;5;RUE BARJULE (VC35);4;56.04;57;Appartement
31600;44109;18;RUE DES CARMES;3;86;90;Appartement
31601;44109;2;RUE DE L ECHELLE;1;22.6;22;Appartement
31602;44109;9004;RUE DES CHANTIERS CRUCY;3;64.37;57;Maison
31603;44132;94;AV DES LORIETTES;3;64.45;64;Appartement
31604;44151;141;RTE DES CALABRES;3;60.4;63;Maison
31605;45155;19;RUE DES BRIQUETERIES;2;54.53;54;Appartement
31606;45234;475;FG BANNIER;2;27.19;27;Appartement
31607;45234;11;BD JEAN JAURES;4;90.24;88;Appartement
31608;47323;29;RUE CASSENEUIL;1;29.99;33;Appartement
31609;4895;7;IMP DES OREILLETTES;2;47.83;47;Appartement
31610;49331;1;RUE DU CLOTEAU BAS;3;66.5;61;Appartement
31611;50129;57;RUE DE LA REPUBLIQUE EQUEURDRE;4;107.74;107;Appartement
31612;50410;17;RUE DU CLOS DU ROI - BOUCEY;3;64;64;Maison
31613;51108;65;BD HIPPOLYTE FAURE;2;63.16;64;Appartement
31614;51108;12;RUE DE L INDUSTRIE;1;21.38;22;Appartement
31615;51454;32;RUE PETIT DELBOURG;3;58.7;58;Appartement
31616;54518;24;RUE CARNOT;2;93.56;98;Appartement
31617;56118;5;RUE ROGER SALENGRO;2;41.75;42;Appartement
31618;56121;59;RUE DUGUAY TROUIN;3;79.51;80;Appartement
31619;59350;10;RUE A FIENS;1;27.02;28;Appartement
31620;59350;15;BD JEAN BAPTISTE LEBAS;4;88.6;85;Appartement
31621;59350;55;RUE CAUMARTIN;2;65.8;65;Appartement
31622;59421;99;RUE DE LILLE;3;65.7;66;Appartement
31623;59512;36;RUE COLIGNY;1;53.91;54;Appartement
31624;59512;61;RUE VIEIL ABREUVOIR;4;75;78;Appartement
31625;60360;73;RUE PASTEUR;5;130;110;Maison
31626;62119;114;RUE RAOUL FOLLEREAU;2;43.74;45;Appartement
31627;64445;5;RUE MULOT;3;52.53;50;Appartement
31628;6944;9002;PL MARSONNAT;3;55.07;54;Appartement
31629;6964;11;RUE CREMAILLERE;2;34.66;38;Appartement
31630;69204;48;CHE DE PUTET;5;145.35;145;Appartement
31631;69264;237;RUE CLAUDIUS SAVOYE;4;73.06;71;Appartement
31632;69268;24;RUE DE CHAMPEMIN;2;48.19;48;Appartement
31633;69286;134;CHE DE NEYRON;3;61;62;Appartement
31634;69286;2694;RTE DE STRASBOURG;3;61.67;62;Appartement
31635;69290;3;ALL ETIENNE CLEMENTEL;3;68;67;Appartement
31636;69293;1;RTE DE ST TRIVIER;2;42.89;42;Appartement
31637;69381;8;QUAI ANDRE LASSAGNE;1;41.78;40;Appartement
31638;69382;12;RUE NEUVE;1;33.54;35;Appartement
31639;69383;14;RUE JULES MASSENET;4;133.65;137;Maison
31640;69388;86;RUE MARIUS BERLIET;1;19.31;19;Appartement
31641;69389;15;RUE MASARYK;4;107.14;107;Appartement
31642;71479;11;ALL DE LA PATURE DE L ETANG;4;91.16;91;Appartement
31643;71479;11;ALL DE LA PATURE DE L ETANG;4;66.12;71;Appartement
31644;71479;11;ALL DE LA PATURE DE L ETANG;4;66.24;66;Appartement
31645;72181;42;RUE DE SAINT AUBIN;3;72.98;70;Appartement
31646;72181;2;RUE DE L ORMEAU;4;78.94;80;Appartement
31647;74298;2;ALL DES NOISETIERS;1;26.79;26;Appartement
31648;75103;63;RUE NOTRE DAME DE NAZARETH;1;20.2;22;Appartement
31649;75108;19;BD DES BATIGNOLLES;1;16.66;19;Appartement
31650;75109;41;RUE DES MARTYRS;3;11.67;90;Appartement
31651;75109;6;PL GUSTAVE TOUDOUZE;1;22.83;22;Appartement
31652;75109;24;RUE LAFFITTE;3;37.66;37;Appartement
31653;75109;13;RUE DE LA TOUR D AUVERGNE;3;63.02;62;Appartement
31654;75111;17;RUE DE LA PIERRE LEVEE;2;35.21;32;Appartement
31655;75111;25;RUE DU CHEMIN VERT;1;21.52;22;Appartement
31656;75111;20;RUE DE LAPPE;3;93.47;94;Appartement
31657;75111;12;PAS DE LA BONNE GRAINE;2;78.4;86;Appartement
31658;75112;18;RUE DE RAMBERVILLERS;1;26.05;27;Appartement
31659;75112;31;RUE MONTERA;1;31.51;39;Appartement
31660;75112;41;RUE CLAUDE DECAEN;1;11.64;11;Appartement
31661;75116;175;BD MURAT;2;42.13;48;Appartement
31662;75116;8;RUE BOILEAU;4;87.3;89;Appartement
31663;75116;26;RUE CHARDON LAGACHE;1;26.28;27;Appartement
31664;75116;91;RUE BOILEAU;2;56.75;55;Appartement
31665;75116;1;AV ALPHONSE XIII;0;25.7;25;Appartement
31666;75116;50;RUE DE BOULAINVILLIERS;4;79.4;81;Appartement
31667;75116;82;BD FLANDRIN;1;49.43;44;Appartement
31668;75116;94;AV D IENA;2;64.56;61;Appartement
31669;75116;21;AV D IENA;4;202.12;196;Appartement
31670;75117;3;RUE DES COLONELS RENARD;4;81.23;85;Appartement
31671;75117;16;BD PEREIRE;4;126.71;123;Appartement
31672;75117;5;RUE LEMERCIER;2;38.91;39;Appartement
31673;75118;133;RUE DAMREMONT;1;31.9;32;Appartement
31674;75118;3;RUE D OSLO;1;9.91;12;Appartement
31675;75118;6;IMP DU CADRAN;1;40.13;33;Appartement
31676;75118;3;RUE JEAN ROBERT;2;25.42;23;Appartement
31677;75118;28;RUE DE TORCY;3;83.59;84;Appartement
31678;75119;20;QUAI DE LA MARNE;2;42.84;44;Appartement
31679;75120;80;RUE DE BELLEVILLE;2;44.51;41;Appartement
31680;75120;46;RUE DE LA MARE;2;67.15;58;Appartement
31681;75120;24;RUE HENRI POINCARE;3;78.15;79;Appartement
31682;75120;116;RUE PELLEPORT;1;26.17;28;Appartement
31683;75120;22;RUE DE BAGNOLET;2;28.27;25;Appartement
31684;75120;2;CITE ADRIENNE;1;23.1;30;Appartement
31685;76329;5001;CHE DE TOUS VENTS;2;5;44;Appartement
31686;76540;20;RUE SAINT JACQUES;2;35.64;38;Appartement
31687;76540;77;RUE VERTE;3;66.98;52;Appartement
31688;76540;10;RUE DU PONT DAME RENAUDE;1;26.24;29;Appartement
31689;76540;67;AV JACQUES CHASTELLAIN;1;28.87;35;Appartement
31690;7758;24;BD DE LAGNY;2;37.65;39;Appartement
31691;7783;9;RUE DE LORRAINE;2;30.54;31;Appartement
31692;77111;14;RUE DU CLOS GIRARD;3;68.81;69;Appartement
31693;77143;29;RUE GEORGES BIZET;1;35.34;36;Appartement
31694;77153;6;RUE DU GUE DOUY;4;112.63;113;Maison
31695;77284;22;RUE JEAN MERMOZ;1;29.75;28;Appartement
31696;77288;19;RUE DE LA ROCHETTE;3;57.16;58;Appartement
31697;78126;23; HAMEAU BOIS FONTAINE;7;175.75;175;Maison
31698;78158;61;RUE DE GLATIGNY;3;53.29;52;Appartement
31699;78160;26;RUE CHARLES MICHELS;2;40;40;Appartement
31700;78361;47;RUE DU CLOS SCELLIER;3;67.16;68;Appartement
31701;78490;13;RUE DES PEUPLIERS;4;73.36;72;Appartement
31702;801;11;RTE DE DOULLENS;3;65.9;60;Maison
31703;80533;14;RUE SADI CARNOT;2;42.56;36;Appartement
31704;82121;15;AV DU 11 EME REGIMENT INF;3;52.54;52;Appartement
31705;839;71;CHE DE L ESCOURCHE;2;36.07;55;Appartement
31706;8319;539;AV DE LA MER;2;30.01;31;Appartement
31707;8319;160;AV DE LA MER;2;25.69;25;Appartement
31708;8369;5;RUE DOCTEUR ZAMENHOF;3;63.19;63;Appartement
31709;8371;9002; SUPER CROISETTE MIRAMAR;2;29.63;29;Appartement
31710;83112;41;ALL DES PEUPLIERS;3;65.03;55;Appartement
31711;83123;45;VC DE LA BUGE;3;67.79;67;Appartement
31712;83126;1;ALL DES MOINEAUX;5;95.87;101;Maison
31713;83129;595;CHE DE REPENTANCE;1;21.7;22;Appartement
31714;83137;164;BD DE TESSE;3;68.69;75;Appartement
31715;844;6776;CHE DE ST JUST;4;85.5;88;Maison
31716;847;9;RUE HENRI BOUVET;2;34.25;45;Appartement
31717;847;1;PL VICTOR CRUMIERE;2;51.79;51;Appartement
31718;847;179;AV DE TARASCON;3;50.44;55;Appartement
31719;8431;4;RUE D INGUIMBERT;2;32.3;33;Appartement
31720;8435;38;AV JEAN JAURES;2;48.27;48;Appartement
31721;8535;16;IMP DES OISEAUX;2;45.84;52;Maison
31722;85194;9;RUE DU BARGEOURI;2;32.88;33;Appartement
31723;85234;17;ESP DE LA MER;1;16.68;17;Appartement
31724;91161;3;AV DE LA REPUBLIQUE;3;54.8;53;Appartement
31725;91174;46;RUE ST SPIRE;0;9.91;10;Appartement
31726;91174;190;BD JOHN KENNEDY;3;62.2;62;Appartement
31727;91191;59;AV DE LA REPUBLIQUE;4;109.23;112;Appartement
31728;91223;9012;AV DES MEUNIERS;3;59.57;62;Appartement
31729;91228;30;RUE DU MARQUIS DE RAIES;1;30.35;31;Appartement
31730;91471;99;RUE DE PARIS;1;36.12;36;Appartement
31731;91573;122;RUE DU GRAND MAURY;5;92.24;97;Maison
31732;91589;93;AV ROGER SALENGRO;1;23;24;Appartement
31733;9224;7;RUE PASTEUR;1;34.68;40;Appartement
31734;9226;37;AV PUVIS DE CHAVANNES;3;65.5;64;Appartement
31735;9244;84;RUE JULES GUESDE;3;68.1;67;Appartement
31736;9250;47;SQ DE LA BRECHE;3;79.41;79;Appartement
31737;9250;24;RUE DE L'AVENIR;3;62.69;62;Appartement
31738;9262;5;RUE ARAGO;3;47.9;48;Appartement
31739;9273;2;RUE HONORE D ESTIENNE D ORVES;3;59.66;61;Appartement
31740;931;152;RUE LEOPOLD RECHOSSIERE;3;53.96;60;Appartement
31741;9332;39;RUE CONTANT;3;63.78;64;Appartement
31742;9348;39;RUE ALEXIS LEPERE;1;23.4;25;Appartement
31743;9348;83;RUE HOCHE;5;106.25;110;Maison
31744;9348;50;RUE MOLIERE;1;25.73;25;Appartement
31745;9366;220;AV DU PDT WILSON;2;22.78;21;Appartement
31746;9370;16;RUE DE LA GAITE;2;49.81;50;Appartement
31747;9370;73;RUE ALBERT DHALENNE;4;88.34;82;Maison
31748;9377;85;AV DE ROSNY;3;55.08;55;Appartement
31749;941;28;ALL DES CEDRES;4;68.67;67;Appartement
31750;942;137;RUE VERON;3;62.85;62;Appartement
31751;942;16;RUE DE L UNION;1;21.76;22;Appartement
31752;9417;10;RUE DE MUSSELBURGH;4;66.77;74;Appartement
31753;9417;172;AV THERESE;3;53.16;60;Appartement
31754;9417;18;RUE DE PATAY;1;15.38;15;Appartement
31755;9419;37;RUE ARISTIDE BRIAND;2;46;47;Appartement
31756;9421;72;BD JEAN MERMOZ;2;45.57;36;Maison
31757;9422;4;RUE ALFRED LEBIDON;2;39.07;39;Appartement
31758;9428;19;RUE DE LA PLUMERETTE;1;37.25;37;Appartement
31759;9428;19;VLA PETIT PARC;3;65.97;65;Appartement
31760;9428;31;RUE DE FALKIRK;1;34.81;34;Appartement
31761;9434;7;AV GARENNIERE;4;67.42;75;Appartement
31762;9434;35; RES DE TOURVOIE;3;63.85;55;Appartement
31763;9443;64;AV CHARLES GIDE;4;66.08;65;Appartement
31764;9444;5;RUE JULIE-VICTOIRE DAUBIE;2;42.9;42;Appartement
31765;9446;98;AV DU GENERAL LECLERC;3;53.6;52;Appartement
31766;9446;56;AV DE LA REPUBLIQUE;2;39.52;40;Appartement
31767;9458;6;IMP LEDRU ROLLIN;4;66.72;69;Appartement
31768;9467;178;AV GALLIENI;3;50.23;50;Appartement
31769;9467;6;RUE BAUDIN;1;19.17;20;Appartement
31770;9468;82;AV CARNOT;3;65.93;66;Appartement
31771;9468;9;AV DIDEROT;2;31.28;31;Appartement
31772;9471;5;ALL VAN GOGH;1;26.65;26;Appartement
31773;9476;7;RUE DE ROME;3;60.32;58;Appartement
31774;9480;25;RUE LEROYER;2;53.22;57;Appartement
31775;9481;2;RUE VERCINGETORIX;3;66.26;66;Appartement
31776;9518;12;RUE LEOPOLD GAUTHERIN;1;16.84;17;Appartement
31777;9518;26;RUE HENRI BARBUSSE;2;37.54;34;Appartement
31778;9542;13;PL DES CAILLOUX GRIS;5;86.05;85;Maison
31779;9591;10;RUE DE BOURGOGNE;4;83.63;83;Maison
31780;95127;14;BD DU PORT;5;117.75;120;Maison
31781;95252;14;RUE DU HAUT D AULNY;3;60.87;57;Appartement
31782;95252;15;AV CHANZY;2;48.49;50;Appartement
31783;95476;26;RUE ARISTIDE BRIAND;3;47.2;111;Appartement
31784;95488;73;RUE VICTOR HUGO;3;75.9;65;Appartement
31785;95585;18;RUE LOUIS LEBRUN;4;78.84;78;Appartement
31786;95637;4;RUE DES PEUPLIERS;4;91.2;91;Maison
31787;972209;57;RTE DE BEAUSEJOUR JAMBETTE;3;81.63;80;Appartement
31788;972231;13;RUE DES PECHEURS;1;33.3;32;Appartement
31789;02318;9003;RUE ROBERT GODARD;3;66.36;67;Appartement
31790;02722;22;BD JEANNE D ARC;1;31.62;32;Appartement
31791;0630;34;AV MONT JOLI;3;80.43;90;Appartement
31792;0630;60;RUE SAINT SAUVEUR;3;56.05;57;Appartement
31793;0673;5704; FRONT DE NEIGE;2;49.11;49;Appartement
31794;0688;22;RUE JEAN CANAVESE;2;49.41;49;Appartement
31795;0688;74;AV DE BRANCOLAR;1;38.03;40;Appartement
31796;0688;27;RUE BOTTERO;3;68.02;67;Appartement
31797;0688;18;AV FLEURS;2;9.81;22;Appartement
31798;0688;3;AV GALLIN;1;16.13;25;Appartement
31799;0688;301;COR DE MAGNAN;3;62.93;63;Appartement
31800;0688;67;AV ESTIENNE D ORVES;3;76.92;75;Appartement
31801;0688;170;BD NAPOLEON III;2;51.39;42;Appartement
31802;1081;1;RUE CLAUDE DEBUSSY;3;70.54;69;Appartement
31803;1176;22;AV RIQUET;3;62.37;60;Appartement
31804;11262;1;RUE BAUDIN;2;37.8;36;Appartement
31805;14220;20;BD MAUGER;2;33.32;32;Appartement
31806;14338;3;RUE BAUMIER;2;38.74;39;Appartement
31807;14715;5;RUE AMIRAL DE MAIGRET;3;74.21;88;Appartement
31808;1833;50;AV JEAN JAURES;2;38.13;38;Appartement
31809;1931;4;BD MICHELET;2;40.62;40;Appartement
31810;1931;2;RUE PROUDHON;1;31.89;32;Appartement
31811;2250;13;RUE DE LA FERRONNERIE;2;73.31;89;Appartement
31812;22187;29;RUE ADOLPHE LE BAIL;5;205.2;205;Appartement
31813;22278;10;BD EDOUARD PRIGENT;2;47.28;47;Appartement
31814;22278;10;RUE HOUVENAGLE;1;36.87;34;Appartement
31815;2437;29;RUE DU COULOBRE;2;42.06;45;Appartement
31816;2556;9;RUE DE CHARIGNEY;5;95.18;94;Appartement
31817;2658;2;ALL JEAN HONORE FRAGONNARD;4;90;89;Maison
31818;26114;28;RUE JUSTIN JOUVE;3;73.23;70;Appartement
31819;26198;12;PL DU THEATRE;4;118.89;115;Appartement
31820;26347;15;LOT LES OUCHES;5;91.84;90;Maison
31821;2885;50;RUE DES COMTESSES;3;80.51;80;Appartement
31822;29151;25;RUE DE CALLAC;1;31.08;31;Appartement
31823;307;1;BD CHARLES GOUNOD;4;70.9;70;Appartement
31824;30133;9010;BD DU DR JEAN BASTIDE;3;52.96;52;Appartement
31825;30156;15;AV DE LA CAMARGUE;4;81.24;81;Maison
31826;30169;7;RTE DE MONTPELLIER;3;58.22;70;Appartement
31827;30189;39;RUE BACHALAS;2;47.12;59;Appartement
31828;30189;17;RUE MENARD;1;23.65;23;Appartement
31829;30189;14;RUE DE L ASPIC;3;109.33;111;Appartement
31830;30189;13;RUE FRESQUE;4;96.11;99;Appartement
31831;30189;59;RUE SEGUIER;1;44.11;48;Appartement
31832;31555;8;RUE CECILE BRUNSCHVICG;2;46.69;47;Appartement
31833;31555;113;CHE LINIERES;3;57.61;60;Appartement
31834;31555;75;CHE DE MALEPERE;4;92.24;83;Maison
31835;31555;7;IMP ANDRE MARFAING;1;18.79;19;Appartement
31836;3363;8;CITE FEAUGAS;2;39.42;39;Appartement
31837;3363;38;RUE DES AYRES;3;58.63;62;Appartement
31838;3363;261;RUE MANDRON;1;37.95;42;Appartement
31839;3363;45;CRS BALGUERIE STUTTENBERG;3;58.62;69;Appartement
31840;33311;2;ALL DE BOURDETTE;2;43.49;43;Appartement
31841;33529;1270;AV GUSTAVE EIFFEL;2;21.22;21;Appartement
31842;33550;3;RUE DU 19 MARS 1962;3;71.83;71;Appartement
31843;343;25;IMP DU GLOBE;1;29.9;30;Appartement
31844;3457;17;AV DE LA GALINE;4;67.92;68;Appartement
31845;34163;6;GR GRAND RUE;1;42.38;22;Appartement
31846;35136;2;ALL DES COQUELICOTS;3;67.24;68;Appartement
31847;35238;3;RUE LENEE;1;29.14;29;Appartement
31848;35238;18;RUE DU MARECHAL JOFFRE;3;86.96;86;Appartement
31849;35288;5;PL LE PLACITRE;3;59.51;59;Appartement
31850;35288;2;PAS DU POIDS PUBLIC;2;37.27;37;Appartement
31851;35288;3;RUE DE LA PLAGE;3;25.77;25;Appartement
31852;37261;26;RUE RONSARD;1;18.51;19;Maison
31853;38151;4;ALL DES ROSES;4;83.12;68;Maison
31854;38169;15;BD JOLIOT CURIE;4;69.81;75;Appartement
31855;38185;5;RUE MORTILLET;1;20.87;21;Appartement
31856;38191;714;RTE DU SIGNAL;4;182.54;194;Appartement
31857;38316;2;RUE JULES FERRY;4;76.22;76;Appartement
31858;4088;1;RUE JACQUELINE AURIOL;2;33.87;35;Appartement
31859;4118;12;RUE DU DOCTEUR VIGNERON;4;66.11;69;Appartement
31860;4118;18;RUE ALFRED HALOU;1;20.68;22;Appartement
31861;4147;17;RUE DES PONTIERES;4;81.73;81;Appartement
31862;42187;35;RUE GONTHIER;3;53.14;54;Appartement
31863;42218;19;RUE JEU DE L ARC;3;60.38;61;Appartement
31864;44109;6;RUE DES ROCHETTES;2;37.76;38;Appartement
31865;44109;1;PL DE LA BASSE MAR;3;68.91;67;Appartement
31866;44109;12;QUAI DUMONT D URVILLE;3;74.5;74;Appartement
31867;44109;8;RUE GAL TRAVOT;1;18.9;20;Appartement
31868;44109;54;RUE FRANCOIS BRUNEAU;3;65.25;65;Appartement
31869;44109;3;MAIL PABLO PICASSO;3;64.6;64;Appartement
31870;44114;16;RUE DU PATUREAU;3;61.57;62;Appartement
31871;44132;26;AV CHARLOTTE;1;14.99;23;Appartement
31872;44184;26;RUE GUY DE MAUPASSANT;2;46.47;46;Appartement
31873;44184;2;PAS HENRI GAUTIER;4;65;86;Appartement
31874;44209;43;RUE DE RENNES;2;85.19;70;Maison
31875;4589;1;AV D ILVESHEIM;2;46.3;47;Appartement
31876;45208;40;AV GAILLARDIN;1;17.48;18;Appartement
31877;45234;23;RUE DE LA REPUBLIQUE;1;42.1;44;Appartement
31878;45234;1;RUE FOUGEREAU;1;30.05;29;Appartement
31879;47157;9;RUE MERCADE;2;40.69;40;Appartement
31880;47323;63;AV DU GENERAL DE GAULLE;2;59.25;40;Appartement
31881;47323;28;AV DE PARIS;2;24.58;24;Appartement
31882;4880;12;AV DU MARECHAL FOCH;3;90.17;92;Appartement
31883;497;6;BD DESCAZEAUX;2;49.12;48;Appartement
31884;51108;45;RUE LAFAYETTE;3;54.43;54;Appartement
31885;51262;140;RUE DU GENERAL LECLERC;3;62.14;62;Appartement
31886;51454;27;RUE ERNEST RENAN;2;34.6;42;Appartement
31887;51454;59;RUE DOCTEUR THOMAS;2;43.2;43;Appartement
31888;54395;70;RUE HERMITE;1;23.21;23;Appartement
31889;54395;15;RUE LYAUTEY;3;76.85;76;Appartement
31890;54395;5;RUE SAINT THIEBAUT;1;16.55;17;Appartement
31891;567;94;RUE ABBE PHILIPPE LE GALL;4;90.13;130;Appartement
31892;5683;21;RUE NATIONALE;2;42.85;41;Appartement
31893;5683;3;RUE TROTTIER;2;45.8;48;Appartement
31894;56121;2;RUE METAYER;3;84.13;83;Appartement
31895;56121;10;RUE LEO LE BOURGO;2;43.8;41;Appartement
31896;56121;18;AV ANATOLE FRANCE;3;53.24;50;Appartement
31897;56176;5274;RUE MONET;2;39;40;Appartement
31898;5914;3;RUE F FERRER BAT AULNE;3;64.64;64;Appartement
31899;59163;1;RES FLANDRE;4;98;98;Appartement
31900;59350;10;RUE SAINT LUC;2;52.65;51;Appartement
31901;59350;34;RUE LYDERIC;3;72.13;73;Appartement
31902;59350;71;RUE DE DOUAI;2;50.4;50;Appartement
31903;59350;31;RUE DE BRIGODE;1;24.4;24;Appartement
31904;59512;12;RUE DU COQ FRANCAIS;2;54;53;Appartement
31905;59512;100;AV J BAPTISTE LEBAS;2;48.67;49;Appartement
31906;59599;4;RUE DU HAUT VINAGE;3;61;66;Appartement
31907;6088;4;PL DE LA REPUBLIQUE;2;40.15;43;Appartement
31908;60141;2;RUE DES OTAGES;1;22.83;23;Appartement
31909;60342;1;IMP ANNA DE NOAILLES;4;74.91;76;Appartement
31910;60494;6;RUE DR LAPORTE;3;121.98;53;Appartement
31911;62108;62;ESP PARMENTIER;2;43.37;48;Appartement
31912;63300;8;RUE ANTOINE ARNAUD;4;89.82;89;Appartement
31913;64445;99;BD D ALSACE LORRAINE;1;20.25;21;Appartement
31914;6649;21;AV FRANCESC IRLA;2;58.3;56;Appartement
31915;6682;;CAE D AMONT;1;21.2;23;Appartement
31916;6913;41;RTE DU RUISSEAU DES FONTAINES;1;57.05;19;Appartement
31917;6934;48; GRANDE RUE DE SAINT CLAIR;1;34.59;31;Appartement
31918;6968;21;RUE PHILIBERT GAILLARD;2;62.75;68;Appartement
31919;6968;20;RUE DE LA REPUBLIQUE;4;77.43;77;Appartement
31920;69149;24;RUE PIERRE DUPONT;2;56.02;54;Appartement
31921;69266;42;RUE FAILLEBIN;2;47.82;47;Appartement
31922;69266;12;RUE DU CIMETIERE;2;33.99;32;Appartement
31923;69271;68;RTE DE LYON;3;62.68;62;Appartement
31924;69275;18;RUE ANTOINE LUMIERE;3;66.65;63;Appartement
31925;69384;52;QUAI JOSEPH GILLET;2;54.21;54;Appartement
31926;69384;34;RUE CLAUDE JOSEPH BONNET;2;40.65;42;Appartement
31927;69387;1;RUE BECHEVELIN;1;29.72;29;Appartement
31928;69388;4;RUE FLORENT;3;71;71;Appartement
31929;69389;18;RUE JOUFFROY D ABBANS;2;41.2;41;Appartement
31930;7176;27;RUE DOCTEUR LAENNEC;2;53.95;54;Appartement
31931;72181;21;RUE DE LA PRESCHE;3;54.49;54;Appartement
31932;72181;25;RUE WAGRAM;1;33.38;33;Appartement
31933;72181;25;RUE WAGRAM;2;50.93;51;Appartement
31934;7412;40;RUE DU DOCTEUR COQUAND;2;49.38;48;Appartement
31935;7412;5;RUE DES ALPES;2;63.56;42;Appartement
31936;7416;90;RTE DU LEMAN;3;3.45;74;Appartement
31937;7481;117;RUE DU PRE DE LA CROIX;5;90.25;96;Appartement
31938;7481;20;RUE BALLALOUD;3;63.29;65;Appartement
31939;74278;245;ALL DES TROLLES;4;97.61;97;Appartement
31940;75101;32;RUE DU MONT THABOR;2;57.89;57;Appartement
31941;75102;6;RUE DE LA BANQUE;2;40.12;39;Appartement
31942;75102;54;RUE TIQUETONNE;2;39.1;35;Appartement
31943;75102;163;RUE SAINT DENIS;4;68.5;69;Appartement
31944;75104;50;RUE DU ROI DE SICILE;1;17.08;17;Appartement
31945;75104;16;RUE CHARLEMAGNE;3;56.8;48;Appartement
31946;75104;13;RUE DES TOURNELLES;2;32.86;29;Appartement
31947;75108;87;BD DE COURCELLES;3;53.81;55;Appartement
31948;75108;25;RUE TRONCHET;5;17.1;145;Appartement
31949;75108;23;RUE DE ROME;5;163.2;165;Appartement
